"";"MSE Médio - Treinamento";"Desvio Padrão - Treinamento";"MSE Médio - Teste";"Desvio Padrão - Teste"
"5";4,17342495918274;1,10309806553047;0,555555555555556;0
"10";5,2;1,6431676725155;0,555555555555556;0
"20";4,2;2,28035085019828;0,555555555555556;0
"40";2;0,707106781186548;0,555555555555556;0
